Longitude = 20.813deg Latitude = -32.383deg
2025-09-30T18:09:00.980 20:11:02.90 23:20:44.635 -08:20:50.01 349.76551447 -8.49146523398 
2025-10-01T01:38:32.716 03:41:48.85 04:30:27.095 -26:58:07.89 67.3153035611 -26.9989364872 
2025-10-01T00:42:10.460 02:45:17.28 01:38:05.561 +15:56:55.28 24.1725933457 15.7821814 
2025-10-01T02:38:17.531 04:41:43.11 04:48:31.956 -27:58:50.11 71.8752100463 -27.9985164329 
2025-09-30T19:03:53.985 21:06:05.18 01:22:54.242 -33:57:34.03 20.3296360613 -34.0565353074 
2025-10-01T00:52:18.868 02:55:27.06 04:18:23.872 +01:09:51.68 64.2133635748 1.09223933579 
2025-10-01T01:02:42.867 03:06:01.58 00:35:55.262 -00:26:00.77 8.68113113728 -0.588386521983 
2025-10-01T01:03:31.765 03:06:51.16 00:35:55.016 -00:26:01.11 8.68091595493 -0.588560592993 
2025-10-01T00:54:02.601 02:57:11.12 04:18:23.512 +01:09:51.46 64.2133678413 1.09230402827 
2025-10-01T01:04:50.261 03:08:09.69 00:35:54.667 -00:26:01.40 8.68062317538 -0.58855759922 
2025-09-30T19:24:21.577 21:26:35.92 01:22:52.822 -33:57:33.50 20.3370525393 -34.0573806181 
2025-09-30T19:12:46.983 21:14:59.59 01:22:53.349 -33:57:33.58 20.3320862585 -34.0569095207 
2025-09-30T23:38:31.969 01:41:28.42 01:06:09.098 -38:54:18.02 16.2447271543 -38.9987263361 
2025-09-30T21:02:21.960 23:04:52.43 21:13:59.121 -57:14:12.62 318.059906421 -57.2725016487 
2025-09-28T01:46:29.854 03:37:57.46 01:22:22.260 -33:57:10.30 20.3345572775 -34.0567403507 
2025-09-27T01:23:25.594 03:10:52.85 02:47:44.917 -36:24:59.70 41.6693965913 -36.4936729435 
2025-09-27T02:55:13.845 04:42:56.15 04:50:13.074 -23:29:50.72 72.2667866792 -23.5280067389 
2025-09-27T01:36:02.362 03:23:31.63 03:35:40.566 -38:56:55.41 53.6607524194 -38.9983534383 
2025-09-24T21:34:39.200 23:13:35.45 22:50:08.076 -27:53:50.73 342.182355087 -27.9991051228 
2025-09-25T23:53:38.100 01:36:53.73 04:43:01.212 -02:48:44.53 70.3665013831 -2.87046964399 
2025-09-25T17:25:32.484 19:07:44.60 18:35:30.095 -39:03:08.81 278.434416553 -39.0225598261 
2025-09-25T20:49:18.248 22:32:03.93 02:16:13.152 -00:38:20.95 33.6438188533 -0.76986459921 
2025-09-25T18:28:29.527 20:10:52.11 22:43:10.341 -03:02:32.43 340.396163475 -3.18420161788 
2025-09-25T18:17:48.954 20:00:09.60 22:43:13.207 -03:02:38.08 340.396214499 -3.18419238543 
2025-09-25T17:47:27.347 19:29:42.71 19:42:17.767 -21:57:58.64 295.176777646 -21.9989915167 
2025-09-25T21:35:46.975 23:18:40.03 00:00:47.595 -22:52:58.83 359.839393693 -22.9976919542 
2025-09-25T21:01:46.911 22:44:34.51 02:16:12.838 -00:38:23.41 33.6530293884 -0.77187704774 
2025-09-25T23:35:08.426 01:18:21.55 02:07:00.635 -20:54:06.13 31.4211518665 -21.0030353689 
2025-09-25T23:38:28.274 01:21:41.92 04:43:04.861 -02:48:49.89 70.3665455446 -2.87046434767 
2025-09-30T02:25:29.170 04:24:56.52 04:31:44.729 -21:57:43.85 67.6489672058 -22.0007291484 
2025-09-29T20:38:09.010 22:36:39.28 22:25:18.615 -37:54:55.89 335.945942372 -37.9989035188 
2025-09-29T17:27:26.304 19:25:25.12 19:21:12.029 -36:02:49.22 289.864086077 -36.0492081419 
2025-09-29T22:43:32.010 00:42:22.74 00:49:24.019 -32:53:43.46 12.0230010234 -32.9965321433 
2025-09-26T17:56:52.641 19:43:06.53 19:41:06.923 -38:59:05.41 294.831567889 -38.9954812264 
2025-09-26T01:35:03.115 03:18:35.65 02:49:07.991 -26:55:14.83 42.0072469017 -27.0005683411 
2025-09-26T00:15:06.785 01:58:26.39 01:34:50.746 +10:36:05.30 23.3669498118 10.4471651534 
2025-09-26T18:40:51.911 20:27:13.16 20:45:40.837 -10:38:03.30 311.038973367 -10.7259538975 
2025-09-27T01:42:25.604 03:30:04.29 01:25:52.655 +05:32:11.38 21.1553075176 5.37489014391 
2025-09-27T01:42:33.600 03:30:13.10 01:25:52.640 +05:32:11.38 21.1553657514 5.374937304 
2025-09-27T01:44:36.349 03:32:16.11 01:25:52.429 +05:32:11.39 21.1565728913 5.37503399649 
2025-09-30T19:09:01.822 21:11:13.48 01:22:53.929 -33:57:34.03 20.3320984485 -34.0569046526 
2025-09-30T20:13:06.348 22:15:28.54 00:21:40.331 +08:40:15.30 5.01904657172 8.5064533935 
2025-09-30T20:09:23.089 22:11:44.95 00:21:40.601 +08:40:15.32 5.01613167265 8.50656717728 
2025-09-30T18:38:10.049 20:40:16.52 23:31:01.892 -32:21:58.52 352.345032886 -32.4744521085 
2025-09-30T19:51:10.117 21:53:28.79 23:29:18.418 -29:39:45.84 351.92943235 -29.7668888301 
2025-10-01T00:55:23.367 02:58:32.05 04:18:22.914 +01:09:51.41 64.213409989 1.09228600909 
2025-10-01T01:03:05.445 03:06:24.33 00:35:55.136 -00:26:01.00 8.68106005157 -0.588371314175 
2025-10-01T01:04:34.274 03:07:53.60 00:35:54.725 -00:26:01.53 8.68062989687 -0.588578631032 
2025-10-01T01:04:58.262 03:08:17.72 00:35:54.628 -00:26:01.26 8.68048805399 -0.588520042775 
2025-09-30T18:11:13.931 20:13:16.60 23:20:44.482 -08:20:50.06 349.767175281 -8.49141362689 
2025-09-30T18:16:10.820 20:18:14.40 23:20:44.140 -08:20:50.15 349.77168202 -8.49135759398 
2025-09-30T21:39:54.060 23:42:30.51 23:24:00.721 -21:52:57.09 350.651056578 -22.0017724147 
2025-09-30T17:52:02.282 19:54:01.54 23:40:59.592 -55:07:12.16 354.792466648 -55.1854278328 
2025-09-30T19:19:14.465 21:21:28.28 01:22:53.080 -33:57:33.81 20.3351933895 -34.057014708 
2025-09-30T20:49:14.148 22:51:42.78 21:14:00.292 -57:14:13.95 318.054204707 -57.2729955023 
2025-09-25T23:40:08.965 01:23:22.84 04:43:04.520 -02:48:48.77 70.3666256759 -2.87044649635 
2025-09-25T23:43:50.386 01:27:04.86 04:43:03.379 -02:48:46.89 70.3665380809 -2.87042724066 
2025-09-25T23:45:51.130 01:29:05.52 04:43:02.932 -02:48:45.83 70.366555423 -2.8704347441 
2025-09-25T23:47:47.027 01:31:01.86 04:43:02.506 -02:48:45.29 70.3665511802 -2.87039602708 
2025-09-25T20:38:36.154 22:21:20.23 02:16:14.345 -00:38:22.38 33.6380326078 -0.769029198571 
2025-09-26T00:05:45.804 01:49:03.44 01:34:52.792 +10:36:05.53 23.3670943758 10.4472370024 
2025-09-25T20:55:28.484 22:38:14.95 02:16:13.214 -00:38:23.51 33.6496263387 -0.771052273144 
2025-09-25T20:40:01.679 22:22:45.54 02:16:13.980 -00:38:22.03 33.6380030914 -0.769013544316 
2025-09-25T18:32:39.878 20:15:02.92 22:43:09.447 -03:02:31.62 340.396115682 -3.18413285224 
2025-09-27T21:36:39.986 23:27:26.70 23:34:00.665 -31:53:23.00 353.14428626 -31.9999368181 
2025-09-28T02:00:01.760 03:51:31.60 01:22:21.966 -33:57:07.49 20.3437761169 -34.0556143756 
2025-09-28T02:36:31.854 04:28:07.76 04:52:24.876 -38:59:37.47 72.8646394853 -38.9969256351 
2025-09-27T21:17:28.050 23:08:11.15 22:39:56.321 -32:53:47.18 339.63264868 -32.9973715539 
2025-09-28T17:45:40.156 19:39:45.59 21:35:47.855 -28:20:34.53 323.52237789 -28.4247252652 
2025-09-28T19:54:38.021 21:49:04.50 20:45:31.201 -10:38:14.72 311.043640489 -10.7243280339 
2025-09-28T19:55:33.374 21:50:00.01 20:45:31.005 -10:38:15.12 311.043656204 -10.7243350174 
2025-09-28T19:40:53.234 21:35:17.49 20:45:32.378 -10:38:16.64 311.035027332 -10.7256505207 
2025-09-28T19:41:48.669 21:36:12.73 20:45:32.193 -10:38:16.22 311.034921066 -10.725583821 
2025-09-28T18:37:09.534 20:31:22.97 21:38:26.186 -29:16:12.58 324.195568432 -29.3495977778 
2025-09-24T22:34:53.507 00:13:59.95 00:14:12.927 -34:54:01.45 3.22363608309 -34.9978392309 
2025-09-29T19:37:43.043 21:36:03.16 22:35:37.889 -29:31:27.12 338.512742622 -29.621054627 
2025-09-26T17:25:45.585 19:11:54.47 19:43:39.795 -39:03:03.03 295.453314467 -39.0636345228 
2025-09-27T01:50:45.178 03:38:16.91 02:15:51.469 -00:37:38.12 33.6435398294 -0.762356274467 
2025-09-27T01:42:01.322 03:29:40.39 01:25:52.695 +05:32:11.37 21.1549789807 5.37496518274 
2025-09-27T01:42:41.588 03:30:20.74 01:25:52.627 +05:32:11.38 21.1554827669 5.37502006882 
2025-09-27T01:43:18.855 03:30:57.98 01:25:52.562 +05:32:11.38 21.1558426116 5.37498792483 
2025-09-27T01:43:42.808 03:31:22.39 01:25:52.521 +05:32:11.38 21.156148293 5.37494407927 
2025-09-27T01:43:50.806 03:31:30.43 01:25:52.507 +05:32:11.38 21.156008032 5.37502502747 
2025-09-27T01:44:52.340 03:32:32.03 01:25:52.402 +05:32:11.39 21.1566261349 5.37513210998 
2025-09-26T18:35:50.533 20:22:10.71 20:29:15.404 -38:57:47.84 306.871069738 -39.0015724205 
2025-09-30T18:02:15.112 20:04:16.17 23:20:45.093 -08:20:49.85 349.759420051 -8.49067495108 
2025-09-30T18:44:55.660 20:47:03.58 01:22:55.342 -33:57:33.91 20.3163822378 -34.0542832916 
2025-09-30T18:50:21.495 20:52:30.09 01:22:54.075 -33:57:30.79 20.3163786588 -34.0542841013 
2025-09-30T18:59:51.437 21:02:01.82 01:22:54.034 -33:57:33.16 20.3254125442 -34.0556564615 
2025-09-30T19:21:56.690 21:24:10.78 01:22:53.110 -33:57:33.95 20.3370619024 -34.0573731933 
2025-09-30T20:21:36.854 22:24:00.67 00:21:39.706 +08:40:15.31 5.02571984244 8.5060121832 
2025-09-30T21:08:03.673 23:10:35.22 21:13:58.623 -57:14:12.06 318.062113188 -57.2724113194 
2025-10-01T01:02:17.601 03:05:36.04 00:35:55.358 -00:26:00.55 8.68101064646 -0.588350121164 
2025-10-01T01:04:10.084 03:07:29.27 00:35:54.813 -00:26:01.18 8.68061161028 -0.588526512916 
2025-09-29T17:51:37.571 19:49:40.29 22:33:52.302 -30:15:49.79 338.034131573 -30.3557975575 
2025-09-26T17:35:50.262 19:22:00.40 19:47:00.532 -31:33:43.31 296.32160224 -31.590451427 
2025-09-25T21:03:30.257 22:46:18.35 02:16:12.862 -00:38:24.07 33.6547778318 -0.771467598413 
2025-09-25T21:05:55.033 22:48:43.33 02:16:12.477 -00:38:23.19 33.654742627 -0.771319014626 
2025-09-25T20:35:33.093 22:18:16.71 22:06:40.724 -25:54:20.21 331.29795051 -26.0001478145 
2025-09-25T20:58:37.818 22:41:25.29 02:16:13.027 -00:38:23.35 33.6515761419 -0.771550407705 
2025-09-25T18:46:36.609 20:29:02.25 20:06:24.965 -25:57:33.32 301.212402185 -25.9996537685 
2025-09-25T18:24:18.988 20:06:41.09 22:43:11.398 -03:02:33.97 340.396133554 -3.18423786898 
2025-09-27T01:43:26.818 03:31:06.10 01:25:52.550 +05:32:11.38 21.1558720231 5.37497321241 
2025-09-27T01:43:34.809 03:31:14.35 01:25:52.535 +05:32:11.38 21.1559350529 5.37496321022 
2025-09-27T01:44:12.062 03:31:51.46 01:25:52.472 +05:32:11.39 21.1562586898 5.37500789645 
2025-09-27T01:55:21.956 03:42:54.53 02:15:51.065 -00:37:37.27 33.6469791238 -0.761825928226 
2025-09-28T02:02:26.635 03:53:56.80 01:22:21.550 -33:57:07.52 20.3437646802 -34.0556153577 
2025-09-28T01:52:13.682 03:43:42.23 01:22:22.575 -33:57:08.45 20.3398711429 -34.056067666 
2025-09-28T01:55:58.941 03:47:28.30 01:22:21.817 -33:57:08.86 20.3398574737 -34.0560585677 
2025-09-28T02:15:22.479 04:06:55.08 01:22:20.675 -33:57:06.16 20.3483580723 -34.0549691044 
2025-09-28T02:05:09.449 03:56:40.34 01:22:21.572 -33:57:06.87 20.3454921571 -34.055479378 
2025-09-28T19:45:12.907 21:39:37.77 20:45:32.006 -10:38:16.05 311.037734955 -10.7249966731 
2025-09-30T17:29:07.193 19:31:02.46 19:42:35.654 -34:02:28.67 295.210482333 -34.0622583665 
2025-09-30T17:56:46.468 19:58:46.78 16:38:21.659 -53:52:12.49 249.150503926 -53.7570735791 
2025-09-30T18:06:18.061 20:08:19.98 23:20:44.819 -08:20:49.95 349.7641979 -8.49094831931 
2025-09-30T18:26:31.823 20:28:36.59 23:40:55.864 -55:07:38.88 354.787555467 -55.1978472764 
2025-09-30T19:16:49.729 21:19:03.07 01:22:53.439 -33:57:33.99 20.3352190074 -34.0570148505 
2025-09-30T20:17:54.110 22:20:17.40 00:21:39.979 +08:40:15.30 5.02324461557 8.50617262811 
2025-10-01T00:39:27.082 02:42:33.48 03:12:12.759 -33:56:28.57 47.7661151831 -34.0039964317 
2025-09-30T18:56:06.210 20:58:15.35 01:22:54.706 -33:57:34.01 20.3254135801 -34.0556510732 
2025-10-01T01:04:42.267 03:08:01.65 00:35:54.710 -00:26:01.53 8.68065101257 -0.58857246933 
2025-09-30T20:23:59.734 22:26:23.32 00:21:39.529 +08:40:15.33 5.02724836906 8.50596393237 
2025-10-01T01:02:01.470 03:05:20.36 00:35:55.466 -00:26:00.55 8.68126669928 -0.588427106656 
2025-10-01T01:02:25.559 03:05:44.42 00:35:55.340 -00:26:00.77 8.68108295216 -0.588521231157 
2025-10-01T01:03:13.445 03:06:32.43 00:35:55.072 -00:26:00.94 8.68087104637 -0.58851861659 
2025-10-01T01:03:57.065 03:07:16.49 00:35:54.900 -00:26:01.33 8.68075394272 -0.588493250544 
2025-10-01T01:03:23.765 03:06:43.05 00:35:55.032 -00:26:01.11 8.6809007743 -0.58854205694 
2025-10-01T01:04:26.277 03:07:45.35 00:35:54.774 -00:26:01.43 8.68068335301 -0.588692753383 
2025-09-30T02:37:40.042 04:37:09.04 04:55:52.370 -25:58:52.50 73.6932939773 -25.9973315218 
2025-09-20T21:00:31.873 22:23:36.71 23:32:38.640 +22:26:27.56 352.795523309 22.2580252902 
2025-09-20T22:13:19.686 23:36:45.17 19:55:50.121 -48:49:37.31 298.579460095 -48.8396805426 
2025-09-18T22:07:02.081 23:22:24.61 01:25:00.789 -58:44:33.76 20.9479555922 -58.8065374432 
2025-09-18T23:00:55.119 00:16:26.59 22:49:54.618 +27:46:01.43 342.19321291 27.5840560074 
2025-09-18T19:25:19.149 20:40:14.99 17:26:01.039 -21:19:09.58 261.176367019 -21.2825416529 
2025-09-18T17:48:30.861 19:03:10.86 18:36:04.971 +32:46:20.45 278.773518085 32.6975205653 
2025-09-18T19:26:04.878 20:41:00.74 17:26:00.874 -21:19:09.75 261.176335612 -21.2825857143 
2025-09-18T21:50:18.664 23:05:38.35 01:25:02.417 -58:44:35.35 20.9408490672 -58.806162241 
2025-09-18T23:51:14.417 01:06:54.07 05:20:55.837 -32:40:12.45 79.9105944401 -32.6517558738 
2025-09-18T19:50:49.472 21:05:49.38 17:29:33.604 -14:17:14.87 262.090161301 -14.2648587999 
2025-09-18T19:54:08.609 21:09:09.34 17:29:33.491 -14:17:14.37 262.092736502 -14.2643601925 
2025-09-18T19:56:15.499 21:11:16.51 17:29:33.363 -14:17:14.04 262.093792563 -14.2641956452 
2025-09-18T19:49:54.145 21:04:53.91 17:29:33.751 -14:17:15.04 262.09018682 -14.2648343756 
2025-09-18T23:36:08.606 00:51:46.12 05:20:56.848 -32:40:12.38 79.9022265562 -32.6500740473 
2025-09-18T23:34:56.355 00:50:33.20 05:20:56.837 -32:40:12.09 79.9006513378 -32.649708064 
2025-09-18T23:44:19.742 00:59:58.48 05:20:56.224 -32:40:11.70 79.9061251505 -32.650904086 
2025-09-19T17:25:07.406 18:43:40.46 18:48:12.157 -23:34:18.96 281.637948489 -23.5786828206 
2025-09-21T00:04:23.464 01:27:58.52 00:21:24.777 +08:40:41.65 5.02670969979 8.50882141596 
2025-09-21T00:14:41.617 01:38:18.26 02:39:48.063 -31:12:15.66 39.6323436495 -31.2817320116 
2025-09-20T23:13:21.125 00:36:47.65 23:04:32.369 +09:02:41.11 345.851562573 8.88035828327 
2025-09-21T00:02:01.776 01:25:36.36 00:21:24.964 +08:40:41.27 5.02479661601 8.50882631404 
2025-09-20T17:22:00.079 18:44:29.10 19:04:22.743 -26:01:26.44 285.67507388 -26.0346203764 
2025-09-20T18:06:39.967 19:29:15.93 19:31:18.425 -29:58:36.71 292.40497238 -29.9929468912 
2025-09-20T17:43:01.559 19:05:34.06 18:49:15.859 -28:00:01.52 281.903004793 -28.00169287 
2025-09-17T22:40:13.159 23:51:44.84 04:21:02.327 -54:57:03.34 65.0211349911 -54.9334491031 
2025-09-18T00:14:27.509 01:26:14.26 04:07:03.696 +20:15:24.30 61.3349682207 20.1528207994 
2025-09-18T02:08:33.576 03:20:39.06 01:28:52.077 +19:20:47.77 21.9044414386 19.1779800206 
2025-09-17T23:29:50.095 00:41:29.85 00:36:07.080 -28:53:44.47 8.7050540419 -29.0048461597 
2025-09-17T23:51:44.450 01:03:27.84 03:36:18.888 -09:45:53.47 53.7084563712 -9.84476054228 
2025-09-18T00:00:42.641 01:12:27.09 03:36:18.208 -09:45:53.35 53.7136408767 -9.84502332752 
2025-09-18T01:48:09.970 03:00:12.17 01:28:53.401 +19:20:43.58 21.8920069599 19.1769736587 
2025-09-18T02:03:41.322 03:15:46.15 01:28:52.299 +19:20:46.66 21.9013810228 19.1774519915 
2025-09-18T01:37:07.420 02:49:07.66 04:07:13.338 +20:10:11.00 61.3926565102 20.0677619041 
2025-09-18T01:38:07.712 02:50:08.20 04:07:13.039 +20:10:10.89 61.3926189325 20.0677212772 
2025-09-18T01:29:33.340 02:41:32.63 02:06:12.781 -37:55:18.11 31.2871207468 -37.9990191786 
2025-09-17T22:49:25.071 00:00:58.31 04:21:01.716 -54:57:02.97 65.0235570913 -54.9345619382 
2025-09-18T01:54:22.468 03:06:25.63 01:28:52.501 +19:20:43.96 21.8941527492 19.1768993972 
2025-09-23T17:24:03.260 18:58:21.38 18:54:03.477 -36:02:26.50 283.076232488 -36.0276031929 
2025-09-23T17:47:24.640 19:21:47.23 19:03:12.068 -38:00:35.95 285.362966047 -37.997427691 
2025-09-24T19:37:56.682 21:16:33.97 22:43:07.021 -03:02:36.22 340.403487501 -3.1801526112 
2025-09-24T19:48:37.645 21:27:16.84 22:43:04.481 -03:02:34.01 340.403452552 -3.18004455417 
2025-09-23T00:33:19.680 02:04:52.19 02:35:14.026 -23:54:51.30 38.4975107601 -24.0024686258 
2025-09-23T02:17:11.587 03:49:01.49 04:50:19.392 -43:50:18.98 72.3538790055 -43.832948225 
2025-09-23T02:14:08.561 03:45:58.19 04:50:19.984 -43:50:20.41 72.3540123815 -43.8330702283 
2025-09-18T01:34:28.296 02:46:28.36 04:07:14.024 +20:10:13.19 61.3926775015 20.0677253075 
2025-09-18T01:36:04.300 02:48:04.54 04:07:13.614 +20:10:11.99 61.392698818 20.0678883797 
2025-09-18T01:39:13.048 02:51:14.09 04:07:12.789 +20:10:10.74 61.392688546 20.0677770068 
2025-09-18T01:43:36.212 02:55:37.73 01:28:53.923 +19:20:42.89 21.8898337206 19.1764579427 
2025-09-18T01:45:01.828 02:57:03.44 01:28:53.594 +19:20:42.91 21.8898130357 19.1764420163 
2025-09-18T01:39:43.222 02:51:43.75 04:07:12.658 +20:10:10.64 61.3925971409 20.0677587153 
2025-09-18T02:10:58.463 03:23:04.54 01:28:51.664 +19:20:47.97 21.9044512834 19.1779837439 
2025-09-17T22:33:52.611 23:45:23.13 04:21:02.732 -54:57:03.56 65.01513602 -54.9327797488 
2025-09-17T23:01:15.760 00:12:50.52 04:21:00.730 -54:57:01.84 65.028453011 -54.9348404691 
2025-09-17T21:29:51.168 22:41:11.08 21:41:59.241 -34:55:18.92 325.124242145 -34.9940830919 
2025-09-17T23:58:29.276 01:10:13.67 03:36:18.378 -09:45:53.39 53.7123049465 -9.84478433864 
2025-09-18T17:38:12.383 18:52:50.83 18:36:05.799 +32:46:19.02 278.766825949 32.6968683902 
2025-09-18T17:36:59.325 18:51:37.61 18:36:05.779 +32:46:19.07 278.764785068 32.6972970902 
2025-09-18T17:47:34.922 19:02:14.96 18:36:05.134 +32:46:20.29 278.773510664 32.6974038882 
2025-09-18T17:46:22.972 19:01:02.46 18:36:05.137 +32:46:19.30 278.771847957 32.6972837156 
2025-09-18T19:23:48.141 20:38:44.05 17:26:01.330 -21:19:09.36 261.176310641 -21.2825275849 
2025-09-18T19:24:33.913 20:39:30.07 17:26:01.220 -21:19:09.70 261.176443305 -21.2825743322 
2025-09-18T19:27:53.079 20:42:49.68 17:26:00.460 -21:19:09.74 261.176342279 -21.28251414 
2025-09-18T19:40:29.455 20:55:27.70 17:29:34.342 -14:17:16.53 262.083993809 -14.2659485759 
