Longitude = 20.813deg Latitude = -32.383deg
2024-10-12 01:24:17 43.738229 -48.381694 43.561388 -48.409755
2024-10-12 01:25:30 66.126625 -42.419150 65.903470 -42.402241
2024-10-12 01:27:02 52.390104 -5.426658 52.086070 -5.485565
2024-10-12 01:28:18 59.576042 -3.342764 59.255235 -3.388529
2024-10-12 01:29:44 37.104379 -19.317056 36.849404 -19.393720
2024-10-12 01:31:03 57.715879 -56.042122 57.581043 -56.032005
2024-10-12 01:32:36 66.012792 -20.749511 65.723617 -20.758382
2024-10-12 01:34:09 33.222942 -41.131550 33.022882 -41.186707
2024-10-12 01:35:36 80.431783 -3.061433 80.071641 -3.055426
2024-10-12 01:37:06 54.096350 -57.618417 53.977990 -57.613760
2024-10-12 01:38:31 62.842075 0.823183 62.510356 0.781935
2024-10-12 01:39:58 72.188804 -55.545294 72.041556 -55.501942
2024-10-12 01:41:26 45.173121 -3.286511 44.882130 -3.363720
2024-10-12 01:42:50 88.464471 -39.981761 88.202593 -39.920671
2024-10-12 01:44:32 28.221763 -34.334167 28.010034 -34.402812
2024-10-12 01:45:51 72.754075 -5.501161 72.417139 -5.512974
2024-10-12 01:47:22 36.937492 -54.456197 36.797539 -54.491625
2024-10-12 01:48:42 33.063887 -17.783103 32.816862 -17.868001
2024-10-12 01:50:08 91.591967 -21.671603 91.266283 -21.623630
2024-10-12 01:51:38 62.020229 3.900692 61.689652 3.851985
2024-10-12 01:53:06 92.129692 -49.680272 91.914363 -49.596862
2024-10-12 01:54:38 56.544504 2.472286 56.227603 2.411492
2024-10-12 01:56:02 39.960917 -8.459500 39.691272 -8.549319
2024-10-12 01:57:23 63.994338 -63.226303 63.939972 -63.194668
2024-10-12 01:58:40 89.192233 -29.324436 88.899589 -29.265935
2024-10-12 02:00:22 29.288396 -24.094436 29.060149 -24.173661
2024-10-12 02:01:48 95.687296 -10.313564 95.330482 -10.263944
2024-10-12 02:03:34 25.319012 -45.049633 25.139535 -45.117417
2024-10-12 02:04:58 78.697400 3.556436 78.336092 3.546182
2024-10-12 02:06:30 43.384662 1.023886 43.095082 0.934248
2024-10-12 02:08:02 118.527917 -58.924308 118.303257 -58.770010
2024-10-12 02:09:53 34.813696 -63.634489 34.744216 -63.660147
2024-10-12 02:11:24 87.843137 9.211092 87.454715 9.218821
2024-10-12 02:12:56 53.792883 -69.226589 53.830489 -69.210137
2024-10-12 02:14:25 26.319083 -53.497911 26.175084 -53.548104
2024-10-12 02:16:01 114.686554 -38.770750 114.376099 -38.643073
2024-10-12 02:17:25 102.139033 -1.954750 101.761978 -1.898317
2024-10-12 02:19:11 25.600162 -32.230922 25.393837 -32.316394
2024-10-12 02:20:33 73.833379 13.075344 73.464667 13.039918
2024-10-12 02:21:54 64.757142 11.433792 64.414405 11.376586
2024-10-12 02:23:26 33.793525 -13.982561 33.549697 -14.081343
2024-10-12 02:25:01 121.627021 -18.916278 121.250169 -18.805568
2024-10-12 02:26:38 71.685829 13.010614 71.330319 12.972605
2024-10-12 02:28:10 68.526387 -72.515586 68.659230 -72.461034
2024-10-12 02:29:26 101.574846 -67.974431 101.533796 -67.839594
2024-10-12 02:31:01 56.271712 8.857178 55.955686 8.783568
2024-10-12 02:32:32 114.739454 -49.993667 114.486164 -49.857900
2024-10-12 02:34:18 40.792012 -1.640661 40.522083 -1.734262
2024-10-12 02:35:49 114.950800 -29.635636 114.620918 -29.525785
2024-10-12 02:37:38 28.295246 -16.527503 28.066334 -16.625053
2024-10-12 02:39:19 126.304208 -2.343208 125.895564 -2.238591
2024-10-12 02:41:11 19.543642 -43.258969 19.371803 -43.338862
2024-10-12 02:42:29 24.817108 -24.995617 24.606140 -25.092643
2024-10-12 02:44:04 111.031913 10.669253 110.620237 10.728761
2024-10-12 02:45:18 122.316792 -9.288900 121.929964 -9.186943
2024-10-12 02:46:38 116.688042 -20.589106 116.338536 -20.484815
2024-10-12 02:48:26 20.868337 -63.515250 20.780441 -63.567274
2024-10-12 02:49:45 35.407742 -4.444925 35.151846 -4.549303
2024-10-12 02:51:03 22.062804 -34.546725 21.874920 -34.638047
2024-10-12 02:52:18 49.413271 9.297569 49.107307 9.203361
2024-10-12 02:53:57 141.525721 -40.871000 141.160116 -40.698104
2024-10-12 02:55:16 140.706442 -59.331975 140.413595 -59.136872
2024-10-12 02:57:00 72.345258 20.661417 71.978741 20.610617
2024-10-12 02:58:20 68.241029 19.483078 67.885893 19.420865
2024-10-12 02:59:38 106.595450 5.584233 106.208317 5.633052
2024-10-12 03:01:26 29.632242 -73.717400 29.702705 -73.746292
2024-10-12 03:02:40 20.811913 -53.371053 20.682096 -53.433826
2024-10-12 03:04:10 93.864379 17.195494 93.466636 17.205450
2024-10-12 03:05:32 85.082546 22.732111 84.690356 22.712122
2024-10-12 17:38:07 304.038529 -31.062892 303.645492 -31.070298
2024-10-12 17:56:08 261.589058 -55.635256 261.181735 -55.535909
2024-10-12 18:05:23 261.602983 -55.624667 261.203582 -55.525659
2024-10-12 18:34:50 267.890313 -40.476308 267.545047 -40.416388
2024-10-12 18:36:03 267.889492 -40.476169 267.545049 -40.416331
2024-10-12 18:37:04 267.888658 -40.476008 267.544994 -40.416405
2024-10-12 18:48:52 359.726667 -69.240175 359.291489 -69.266966
2024-10-12 18:52:02 282.618646 -12.887011 282.328671 -12.890058
2024-10-12 18:53:35 282.617188 -12.887025 282.328688 -12.890012
2024-10-12 18:54:36 282.616175 -12.886914 282.328591 -12.890018
2024-10-12 19:17:27 34.072258 -0.671503 33.627285 -0.767952
2024-10-12 19:18:54 34.070812 -0.671617 33.627275 -0.768106
2024-10-12 19:20:39 34.072079 -0.671753 33.631068 -0.768081
2024-10-12 19:22:06 34.070662 -0.671694 33.631059 -0.768070
2024-10-12 19:23:52 34.071875 -0.672000 33.634235 -0.768689
2024-10-12 19:28:19 34.067708 -0.671781 33.634370 -0.768614
2024-10-12 19:33:04 34.071129 -0.672689 33.642521 -0.769517
2024-10-12 19:34:32 34.070083 -0.672739 33.642494 -0.769511
2024-10-12 19:36:18 34.070812 -0.672925 33.645086 -0.769680
2024-10-12 19:37:44 34.069637 -0.672911 33.645074 -0.769703
2024-10-12 19:39:27 34.070471 -0.673156 33.647609 -0.770276
2024-10-12 19:40:54 34.069458 -0.673194 33.647573 -0.770311
2024-10-12 19:42:38 34.070100 -0.673381 33.649871 -0.770542
2024-10-12 19:45:05 34.068208 -0.673225 33.649866 -0.770540
2024-10-12 20:00:38 9.971929 7.327439 9.579255 7.208952
2024-10-12 20:03:13 9.968688 7.327472 9.578811 7.208851
2024-10-12 20:07:32 4.344371 13.681564 3.968929 13.552240
2024-10-12 20:08:28 4.343562 13.681564 3.968813 13.552541
2024-10-12 20:11:23 350.557479 -35.037175 350.195911 -35.107267
2024-10-12 20:16:54 350.553229 -35.037289 350.198303 -35.107618
2024-10-12 20:22:25 350.548950 -35.037389 350.200667 -35.107985
2024-10-12 20:27:56 350.544658 -35.037478 350.202766 -35.108308
2024-10-12 20:48:25 20.233638 -35.171542 19.878139 -35.235726
2024-10-12 20:51:25 40.912088 -16.891261 40.515802 -16.947670
2024-10-12 20:56:52 40.906463 -16.890814 40.515790 -16.947662
2024-10-12 21:02:36 40.908942 -16.891875 40.524432 -16.948940
2024-10-12 21:06:23 40.905275 -16.891886 40.524408 -16.948932
2024-10-12 21:10:28 40.906508 -16.892281 40.529275 -16.949588
2024-10-12 21:12:55 40.904396 -16.892242 40.529275 -16.949572
2024-10-12 21:15:40 40.904804 -16.892536 40.532235 -16.949927
2024-10-12 21:19:27 40.901717 -16.892425 40.532237 -16.949908
2024-10-12 21:23:32 40.902067 -16.892903 40.536210 -16.950637
2024-10-12 21:25:59 40.900171 -16.892967 40.536229 -16.950534
2024-10-12 21:28:44 40.900171 -16.893131 40.538567 -16.950828
2024-10-12 21:31:11 40.898446 -16.893169 40.538625 -16.950706
2024-10-12 21:49:00 17.420425 -32.932178 17.099230 -33.001718
2024-10-12 22:01:50 46.332704 17.942681 45.904823 17.848237
2024-10-12 22:02:46 46.331929 17.942739 45.904953 17.848343
2024-10-12 22:03:42 46.330863 17.942775 45.904853 17.848266
2024-10-12 22:04:38 46.329733 17.942911 45.904879 17.848241
2024-10-12 22:05:34 46.328696 17.942939 45.904835 17.848292
2024-10-12 22:06:31 46.327696 17.942978 45.904912 17.848342
2024-10-12 22:07:27 46.326900 17.942944 45.904896 17.848278
2024-10-12 22:08:23 46.325688 17.943022 45.904830 17.848276
2024-10-12 22:09:19 46.324742 17.943017 45.904868 17.848288
2024-10-12 22:10:14 46.323783 17.943061 45.904940 17.848364
2024-10-12 22:11:10 46.322950 17.943067 45.904891 17.848379
2024-10-12 22:12:06 46.321817 17.942983 45.904817 17.848330
2024-10-12 22:13:02 46.320963 17.943058 45.904790 17.848400
2024-10-12 22:13:59 46.320296 17.943147 45.904837 17.848419
2024-10-12 22:14:55 46.319379 17.943156 45.904923 17.848372
2024-10-12 22:15:50 46.318346 17.943111 45.904764 17.848386
2024-10-12 22:16:46 46.317563 17.943111 45.904882 17.848392
2024-10-12 22:17:42 46.316579 17.943000 45.904763 17.848389
2024-10-12 22:18:38 46.315717 17.943181 45.904772 17.848396
2024-10-12 22:19:33 46.314854 17.943117 45.904870 17.848364
2024-10-12 22:20:29 46.314075 17.943181 45.904761 17.848399
2024-10-12 22:21:26 46.313175 17.943128 45.904865 17.848310
2024-10-12 22:22:22 46.312208 17.943028 45.904861 17.848329
2024-10-12 22:23:18 46.311367 17.943064 45.904744 17.848236
2024-10-12 22:24:14 46.310521 17.943106 45.904808 17.848290
2024-10-12 22:25:09 46.309758 17.943122 45.904857 17.848339
2024-10-12 22:26:05 46.308917 17.943281 45.904815 17.848341
2024-10-12 22:27:03 46.308087 17.943289 45.904835 17.848376
2024-10-12 22:27:58 46.307250 17.943283 45.904808 17.848318
2024-10-12 22:28:54 46.306454 17.943256 45.904865 17.848377
2024-10-12 22:29:50 46.305617 17.943228 45.904774 17.848308
2024-10-12 22:30:46 46.304892 17.943381 45.904869 17.848460
2024-10-12 22:31:42 46.304075 17.943208 45.904822 17.848450
2024-10-12 22:32:38 46.303275 17.943236 45.904792 17.848420
2024-10-12 22:33:33 46.302588 17.943153 45.904829 17.848346
2024-10-12 22:34:29 46.301637 17.943592 45.904774 17.848368
2024-10-12 22:35:25 46.300917 17.943564 45.904816 17.848386
2024-10-12 22:36:21 46.300117 17.943528 45.904808 17.848342
2024-10-12 22:37:17 46.299354 17.943444 45.904799 17.848426
2024-10-12 22:38:13 46.298629 17.943506 45.904781 17.848304
2024-10-12 22:39:09 46.297946 17.943436 45.904768 17.848312
2024-10-12 22:40:04 46.297225 17.943528 45.904793 17.848351
2024-10-12 22:41:01 46.296429 17.943458 45.904827 17.848324
2024-10-12 22:41:57 46.295783 17.943381 45.904799 17.848296
2024-10-12 22:42:53 46.295129 17.943858 45.904829 17.848410
2024-10-12 22:43:50 46.294388 17.943833 45.904829 17.848354
2024-10-12 22:44:46 46.293638 17.943861 45.904803 17.848333
2024-10-12 22:45:42 46.292954 17.943803 45.904819 17.848348
2024-10-12 22:46:38 46.292204 17.943828 45.904802 17.848321
2024-10-12 22:47:34 46.291525 17.943719 45.904806 17.848329
2024-10-12 22:48:31 46.290758 17.943728 45.904859 17.848437
2024-10-12 22:49:26 46.290092 17.943703 45.904850 17.848436
2024-10-12 22:50:24 46.289321 17.943706 45.904880 17.848477
2024-10-12 22:51:21 46.288579 17.943847 45.904854 17.848439
2024-10-12 22:52:17 46.287900 17.944067 45.904886 17.848505
2024-10-12 22:53:12 46.287150 17.944003 45.904856 17.848438
2024-10-12 22:54:08 46.286458 17.943858 45.904842 17.848464
2024-10-12 22:55:05 46.285825 17.943906 45.904757 17.848311
2024-10-12 22:56:02 46.285217 17.943864 45.904788 17.848429
2024-10-12 22:57:08 46.284458 17.943883 45.904851 17.848492
2024-10-12 22:58:04 46.283496 17.943767 45.904799 17.848462
2024-10-12 22:58:59 46.282979 17.943756 45.904797 17.848405
2024-10-12 22:59:55 46.282346 17.943683 45.904843 17.848435
2024-10-12 23:00:51 46.281633 17.943594 45.904800 17.848393
2024-10-12 23:01:48 46.281100 17.943628 45.904782 17.848417
2024-10-12 23:02:44 46.280513 17.943619 45.904786 17.848452
2024-10-12 23:03:47 46.279854 17.943586 45.904793 17.848483
2024-10-12 23:04:44 46.279396 17.943722 45.904833 17.848535
2024-10-12 23:05:40 46.278871 17.943642 45.904757 17.848405
2024-10-12 23:06:35 46.278321 17.943594 45.904814 17.848433
2024-10-12 23:07:31 46.277679 17.943558 45.904771 17.848419
2024-10-12 23:08:27 46.277188 17.943489 45.904859 17.848439
2024-10-12 23:09:23 46.276729 17.943550 45.904851 17.848437
2024-10-12 23:10:21 46.276171 17.943503 45.904705 17.848313
2024-10-12 23:11:18 46.275733 17.943628 45.904746 17.848357
2024-10-12 23:12:14 46.275333 17.943464 45.904746 17.848350
2024-10-12 23:13:10 46.274942 17.943539 45.904759 17.848374
2024-10-12 23:14:06 46.274417 17.943481 45.904742 17.848357
2024-10-12 23:15:02 46.274000 17.943556 45.904804 17.848457
2024-10-12 23:15:58 46.273637 17.943425 45.904755 17.848364
2024-10-12 23:16:54 46.273221 17.943494 45.904766 17.848348
2024-10-12 23:17:50 46.272712 17.943436 45.904825 17.848451
2024-10-12 23:18:46 46.272192 17.943375 45.904761 17.848338
2024-10-12 23:19:43 46.271817 17.943394 45.904772 17.848347
2024-10-12 23:20:39 46.271346 17.943383 45.904748 17.848317
2024-10-12 23:21:35 46.270913 17.943356 45.904765 17.848338
2024-10-12 23:22:31 46.270446 17.943342 45.904776 17.848352
2024-10-12 23:23:32 46.269883 17.943289 45.904776 17.848357
2024-10-12 23:24:27 46.269379 17.943228 45.904653 17.848376
2024-10-12 23:25:23 46.268975 17.943119 45.904804 17.848327
2024-10-12 23:26:21 46.268475 17.943064 45.904771 17.848266
2024-10-12 23:27:18 46.267996 17.943042 45.904804 17.848292
2024-10-12 23:28:15 46.267513 17.942983 45.904790 17.848303
2024-10-12 23:29:10 46.267021 17.942917 45.904774 17.848303
2024-10-12 23:30:07 46.266583 17.942894 45.904822 17.848418
2024-10-12 23:31:03 46.266204 17.942881 45.904764 17.848329
2024-10-12 23:32:01 46.265712 17.942872 45.904818 17.848364
2024-10-12 23:32:56 46.265271 17.942878 45.904832 17.848412
2024-10-12 23:33:53 46.264792 17.942844 45.904859 17.848357
2024-10-12 23:34:50 46.264450 17.942783 45.904795 17.848274
2024-10-12 23:35:46 46.264317 17.942708 45.904832 17.848385
2024-10-12 23:36:42 46.263904 17.942803 45.904789 17.848314
2024-10-12 23:37:38 46.263392 17.942803 45.904796 17.848249
2024-10-12 23:38:34 46.262992 17.942783 45.904790 17.848320
2024-10-12 23:39:30 46.262500 17.942828 45.904807 17.848307
2024-10-12 23:40:26 46.262017 17.942775 45.904817 17.848309
2024-10-12 23:41:22 46.261558 17.942767 45.904833 17.848320
2024-10-12 23:42:19 46.261113 17.942739 45.904759 17.848266
2024-10-12 23:43:15 46.260846 17.942706 45.904800 17.848377
2024-10-12 23:44:11 46.260521 17.942728 45.904771 17.848263
2024-10-12 23:45:07 46.260125 17.942850 45.904774 17.848263
2024-10-12 23:46:03 46.259775 17.942758 45.904776 17.848336
2024-10-12 23:46:59 46.259396 17.942839 45.904809 17.848325
2024-10-12 23:47:54 46.258942 17.942808 45.904789 17.848284
2024-10-12 23:48:50 46.258558 17.942817 45.904781 17.848261
2024-10-12 23:49:45 46.258146 17.942811 45.904816 17.848277
2024-10-12 23:50:41 46.257713 17.942803 45.904835 17.848307
2024-10-12 23:51:37 46.257288 17.942711 45.904815 17.848270
2024-10-12 23:52:32 46.256879 17.942681 45.904823 17.848268
2024-10-12 23:53:29 46.256375 17.942819 45.904831 17.848322
2024-10-12 23:54:25 46.255867 17.942797 45.904798 17.848276
2024-10-12 23:55:21 46.255350 17.942817 45.904783 17.848286
2024-10-12 23:56:16 46.254921 17.942775 45.904804 17.848302
2024-10-12 23:57:13 46.254308 17.942792 45.904866 17.848378
2024-10-12 23:58:09 46.253783 17.942761 45.904895 17.848471
2024-10-12 23:59:06 46.253179 17.942725 45.904808 17.848378
2024-10-13 00:00:02 46.252783 17.942772 45.904700 17.848232
2024-10-13 00:00:58 46.252388 17.942858 45.904848 17.848283
2024-10-13 00:01:55 46.251779 17.942811 45.904887 17.848418
2024-10-13 00:02:51 46.251125 17.942958 45.904854 17.848290
2024-10-13 00:03:48 46.250575 17.942844 45.904803 17.848329
2024-10-13 00:04:44 46.250000 17.942839 45.904868 17.848300
2024-10-13 00:05:40 46.249325 17.942903 45.904874 17.848336
2024-10-13 00:06:36 46.248683 17.942919 45.904850 17.848299
2024-10-13 00:07:32 46.248146 17.942981 45.904857 17.848329
2024-10-13 00:08:29 46.247350 17.942978 45.904842 17.848300
2024-10-13 00:09:25 46.246800 17.942953 45.904818 17.848295
2024-10-13 00:10:22 46.246371 17.942997 45.904886 17.848324
2024-10-13 00:11:17 46.245675 17.943000 45.904854 17.848269
2024-10-13 00:12:13 46.245088 17.943006 45.904873 17.848282
2024-10-13 00:13:09 46.244475 17.943069 45.904888 17.848300
2024-10-13 00:14:05 46.243908 17.943044 45.904881 17.848316
2024-10-13 00:15:01 46.243338 17.943083 45.904889 17.848293
2024-10-13 00:15:57 46.242742 17.943067 45.904843 17.848307
2024-10-13 00:16:54 46.242233 17.943086 45.904854 17.848277
2024-10-13 00:17:49 46.241688 17.943083 45.904854 17.848279
2024-10-13 00:18:45 46.241158 17.943072 45.904853 17.848287
2024-10-13 00:19:42 46.240629 17.943056 45.904856 17.848291
2024-10-13 00:20:38 46.240138 17.943108 45.904846 17.848311
2024-10-13 00:21:34 46.239596 17.943100 45.904834 17.848295
2024-10-13 00:22:31 46.239117 17.943128 45.904823 17.848304
2024-10-13 00:23:27 46.238617 17.943142 45.904855 17.848305
2024-10-13 00:24:23 46.238154 17.943156 45.904827 17.848277
2024-10-13 00:25:19 46.237675 17.943150 45.904848 17.848281
2024-10-13 00:26:15 46.237254 17.943181 45.904829 17.848321
2024-10-13 00:27:12 46.236663 17.943253 45.904868 17.848313
2024-10-13 00:28:08 46.236242 17.943278 45.904860 17.848321
2024-10-13 00:29:04 46.235758 17.943303 45.904870 17.848306
2024-10-13 00:30:00 46.235342 17.943294 45.904849 17.848309
2024-10-13 00:30:55 46.234829 17.943322 45.904840 17.848276
2024-10-13 00:31:51 46.234383 17.943367 45.904852 17.848289
2024-10-13 00:32:47 46.233850 17.943378 45.904783 17.848315
2024-10-13 00:33:43 46.233463 17.943375 45.904693 17.848304
2024-10-13 00:34:38 46.233079 17.943425 45.904844 17.848309
2024-10-13 00:35:36 46.232617 17.943411 45.904821 17.848304
2024-10-13 00:36:33 46.232271 17.943419 45.904891 17.848322
2024-10-13 00:37:28 46.231775 17.943481 45.904835 17.848303
2024-10-13 00:38:24 46.231383 17.943508 45.904845 17.848307
2024-10-13 00:39:20 46.230917 17.943519 45.904857 17.848283
2024-10-13 00:40:17 46.230629 17.943569 45.904811 17.848334
2024-10-13 00:41:13 46.230433 17.943561 45.904861 17.848265
2024-10-13 00:42:09 46.230096 17.943631 45.904854 17.848322
2024-10-13 00:43:04 46.229783 17.943667 45.904817 17.848306
2024-10-13 00:44:00 46.229400 17.943653 45.904829 17.848282
2024-10-13 00:44:56 46.229142 17.943669 45.904874 17.848318
2024-10-13 00:45:53 46.228775 17.943683 45.904851 17.848284
2024-10-13 00:46:49 46.228333 17.943714 45.904824 17.848315
2024-10-13 00:47:46 46.228017 17.943783 45.904848 17.848334
2024-10-13 00:48:41 46.227704 17.943806 45.904780 17.848265
2024-10-13 00:49:37 46.227342 17.943856 45.904854 17.848309
2024-10-13 00:50:34 46.227000 17.943836 45.904884 17.848320
2024-10-13 00:51:31 46.226592 17.943825 45.904882 17.848354
2024-10-13 00:52:28 46.226233 17.943903 45.904869 17.848337
2024-10-13 00:53:24 46.225958 17.943875 45.904868 17.848317
2024-10-13 00:54:22 46.225650 17.943933 45.904847 17.848310
2024-10-13 00:55:18 46.225400 17.943978 45.904846 17.848321
2024-10-13 00:56:14 46.225121 17.943986 45.904855 17.848308
2024-10-13 00:57:10 46.224813 17.944072 45.904818 17.848342
2024-10-13 00:58:06 46.224587 17.944019 45.904832 17.848312
2024-10-13 00:59:02 46.223938 17.944008 45.904880 17.848306
2024-10-13 00:59:59 46.223704 17.944006 45.904857 17.848313
2024-10-13 01:00:55 46.223408 17.944011 45.904786 17.848302
2024-10-13 01:01:53 46.223112 17.944103 45.904762 17.848280
2024-10-13 01:02:49 46.222917 17.944144 45.904889 17.848310
2024-10-13 01:03:46 46.222408 17.944242 45.904870 17.848307
2024-10-13 01:04:41 46.222133 17.944319 45.904825 17.848340
2024-10-13 01:05:38 46.221971 17.944283 45.904868 17.848314
2024-10-13 01:06:34 46.221650 17.944292 45.904882 17.848326
2024-10-13 01:07:32 46.221408 17.944347 45.904834 17.848331
2024-10-13 01:08:26 46.221138 17.944375 45.904852 17.848318
2024-10-13 01:09:22 46.220729 17.944478 45.904786 17.848335
2024-10-13 01:10:18 46.220446 17.944358 45.904829 17.848344
2024-10-13 01:11:14 46.220271 17.944386 45.904824 17.848325
2024-10-13 01:12:10 46.219838 17.944347 45.904880 17.848337
2024-10-13 01:13:06 46.219508 17.944369 45.904885 17.848265
2024-10-13 01:14:02 46.219383 17.944461 45.904885 17.848342
2024-10-13 01:14:59 46.219188 17.944467 45.904876 17.848335
2024-10-13 01:15:55 46.218796 17.944475 45.904828 17.848321
2024-10-13 01:16:50 46.218417 17.944553 45.904820 17.848329
2024-10-13 01:17:47 46.218267 17.944617 45.904908 17.848278
2024-10-13 01:18:44 46.217992 17.944617 45.904846 17.848282
2024-10-13 01:19:40 46.217617 17.944694 45.904811 17.848334
2024-10-13 01:20:35 46.217288 17.944722 45.904797 17.848330
2024-10-13 01:21:31 46.216996 17.944811 45.904905 17.848348
2024-10-13 01:22:27 46.216771 17.944822 45.904910 17.848323
2024-10-13 01:23:25 46.216400 17.944883 45.904926 17.848328
2024-10-13 01:24:21 46.216054 17.944911 45.904838 17.848343
2024-10-13 01:25:19 46.215625 17.944936 45.904938 17.848359
2024-10-13 01:26:15 46.215413 17.945011 45.904849 17.848327
2024-10-13 01:27:12 46.215083 17.945042 45.904929 17.848340
2024-10-13 01:28:09 46.214600 17.945100 45.904881 17.848334
2024-10-13 01:29:05 46.214321 17.945192 45.904932 17.848329
2024-10-13 01:30:01 46.213829 17.945106 45.904892 17.848315
2024-10-13 01:30:58 46.213767 17.944994 45.904934 17.848303
2024-10-13 01:31:55 46.213233 17.945056 45.904936 17.848294
2024-10-13 01:32:51 46.212883 17.945083 45.904957 17.848328
2024-10-13 01:33:47 46.212583 17.945208 45.904632 17.848311
2024-10-13 01:34:43 46.212263 17.945272 45.904915 17.848334
2024-10-13 01:35:38 46.211888 17.945308 45.904867 17.848328
2024-10-13 01:36:34 46.211738 17.945403 45.904904 17.848291
2024-10-13 01:37:31 46.211379 17.945408 45.904678 17.848272
2024-10-13 01:38:26 46.211129 17.945492 45.904875 17.848358
2024-10-13 01:39:22 46.210783 17.945503 45.904882 17.848320
2024-10-13 01:40:19 46.210533 17.945572 45.904933 17.848336
2024-10-13 01:41:14 46.210279 17.945697 45.904936 17.848316
2024-10-13 01:42:12 46.209979 17.945781 45.904917 17.848313
2024-10-13 01:43:08 46.209554 17.945858 45.904897 17.848266
2024-10-13 01:44:05 46.209363 17.945936 45.904897 17.848331
2024-10-13 01:45:01 46.209363 17.945508 45.904871 17.848334
2024-10-13 01:45:58 46.209142 17.945614 45.904937 17.848300
2024-10-13 01:46:54 46.208717 17.945633 45.904903 17.848293
2024-10-13 01:47:50 46.208646 17.945817 45.904944 17.848322
2024-10-13 01:48:47 46.208333 17.945850 45.904877 17.848308
2024-10-13 01:49:43 46.208088 17.945967 45.904911 17.848333
2024-10-13 01:50:40 46.207788 17.945969 45.904956 17.848308
2024-10-13 01:51:36 46.207458 17.946094 45.904823 17.848330
2024-10-13 01:52:33 46.207100 17.946197 45.904962 17.848314
2024-10-13 01:53:29 46.206746 17.946172 45.904900 17.848310
2024-10-13 01:54:25 46.206383 17.946181 45.904919 17.848389
2024-10-13 01:55:21 46.206300 17.946103 45.904984 17.848360
2024-10-13 01:56:17 46.205904 17.946150 45.904919 17.848354
2024-10-13 01:57:13 46.205613 17.946117 45.904876 17.848353
2024-10-13 01:58:09 46.205171 17.946194 45.904938 17.848326
2024-10-13 01:59:06 46.204996 17.946206 45.904929 17.848332
2024-10-13 02:00:03 46.204596 17.946253 45.904917 17.848303
2024-10-13 02:00:59 46.204400 17.946319 45.904988 17.848327
2024-10-13 02:01:56 46.204029 17.946331 45.904863 17.848312
2024-10-13 02:02:52 46.203954 17.946319 45.904948 17.848317
2024-10-13 02:03:49 46.203425 17.946339 45.904946 17.848340
2024-10-13 02:04:45 46.203192 17.946450 45.904990 17.848341
2024-10-13 02:05:42 46.202829 17.946536 45.904956 17.848335
2024-10-13 02:06:38 46.202225 17.946608 45.904813 17.848244
2024-10-13 02:07:36 46.202067 17.946742 45.904941 17.848308
2024-10-13 02:08:32 46.201712 17.946836 45.904865 17.848357
2024-10-13 02:09:28 46.201250 17.946878 45.904959 17.848342
2024-10-13 02:10:25 46.200892 17.946919 45.904909 17.848355
2024-10-13 02:11:23 46.200842 17.946972 45.904965 17.848335
2024-10-13 02:12:21 46.200321 17.947003 45.904810 17.848270
2024-10-13 02:13:19 46.200296 17.947317 45.904868 17.848328
2024-10-13 02:14:17 46.200187 17.947481 45.904972 17.848345
